ID,Link_length_miles,Imputed
1111,26461,0.81,False
1112,37822,0.99,False
1113,99428,0.37,False
1114,70182,0.31,False
1115,48702,0.12,False
1116,75345,0.12,False
1117,26887,0.93,False
1118,56110,0.25,False
1119,78148,2.86,False
1120,75291,0.12,False
1121,37702,0.06,False
1122,38683,0.75,False
1123,70178,0.25,False
1124,37106,0.43,False
1125,17008,0.12,False
1126,47659,0.37,False
1127,26925,0.43,False
1128,58198,0.75,False
1129,26920,0.31,False
1130,36113,1.3,False
1131,78308,0.68,False
1132,78393,1.01,False
1133,6870,0.31,False
1134,28214,0.25,False
1135,8381,0.06,False
1136,6459,0.31,False
1137,26781,1.12,False
1138,27668,0.31,False
1139,28517,0.12,False
1140,46811,0.37,False
1141,7801,1.62,False
1142,8577,0.68,False
1143,37270,0.56,False
1144,78386,0.56,False
1145,46076,1.43,False
1146,28474,0.56,False
1147,6804,0.93,False
1148,58090,0.25,False
1149,56759,1.3,False
1150,7572,1.37,False
1151,36279,0.5,False
1152,58193,1.18,False
1153,57086,0.25,False
1154,78117,1.3,False
1155,57736,1.06,False
1156,36310,1.55,False
1157,79999,0.31,False
1158,38189,0.43,False
1159,8087,0.93,False
1160,36660,0.56,False
1161,37542,0.19,False
1162,58282,0.12,False
1163,58369,0.87,False
1164,17175,1.06,False
1165,16784,0.87,False
1166,6773,0.56,False
1167,75096,0.12,False
1168,16861,0.5,False
1169,78403,0.25,False
1170,18346,0.12,False
1171,58178,0.06,False
1172,28379,0.25,False
1173,56929,0.12,False
1174,17620,1.43,False
1175,58118,0.19,False
1176,48131,0.37,False
1177,70174,0.31,False
1178,28509,0.12,False
1179,75132,0.12,False
1180,28766,0.62,False
1181,46805,1.18,False
1182,58168,0.19,False
1183,28210,0.12,False
1184,8470,0.31,False
1185,56757,0.19,False
1186,56117,0.25,False
1187,46817,0.37,False
1188,16197,0.99,False
1189,56097,0.56,False
1190,28118,0.19,False
1191,58232,0.25,False
1192,57361,0.19,False
1193,73838,0.12,False
1194,57115,0.81,False
1195,18605,0.62,False
1196,73558,0.12,False
1197,8354,0.12,False
1198,17021,1.06,False
1199,27671,0.56,False
1200,17525,0.37,False
1201,46910,0.31,False
1202,7213,0.19,False
1203,26272,1.37,False
1204,73567,0.12,False
1205,8285,0.19,False
1206,28092,0.06,False
1207,58156,0.43,False
1208,17578,0.25,False
1209,28497,0.19,False
1210,47505,2.17,False
1211,73003,0.12,False
1212,6778,2.11,False
1213,7889,1.18,False
1214,16741,1.18,False
1215,38593,0.5,False
1216,7060,0.31,False
1217,58167,0.12,False
1218,57705,0.37,False
1219,70192,0.25,False
1220,6769,1.37,False
1221,8525,0.19,False
1222,37538,1.68,False
1223,73657,0.12,False
1224,75129,0.06,False
1225,38561,0.25,False
1226,8482,1.12,False
1227,7478,2.05,False
1228,18151,0.62,False
1229,36827,0.31,False
1230,7770,0.68,False
1231,16625,1.18,False
1232,37118,0.37,False
1233,74908,0.06,False
1234,8493,1.24,False
1235,46923,0.93,False
1236,17816,0.93,False
1237,6767,0.12,False
1238,26909,0.12,False
1239,18455,0.12,False
1240,6639,0.31,False
1241,56613,0.37,False
1242,16766,0.37,False
1243,47596,0.19,False
1244,17511,1.55,False
1245,27081,0.93,False
1246,78399,1.18,False
1247,74531,0.75,False
1248,80694,0.18,False
1249,37108,0.31,False
1250,6071,1.3,False
1251,26199,0.19,False
1252,47598,1.74,False
1253,78389,1.86,False
1254,75079,0.06,False
1255,56671,0.99,False
1256,48645,0.25,False
1257,48580,0.19,False
1258,26836,1.24,False
1259,48147,0.19,False
1260,74514,0.93,False
1261,17027,1.62,False
1262,8619,0.12,False
1263,28077,0.93,False
1264,46920,0.75,False
1265,27953,0.31,False
1266,27786,0.43,False
1267,78385,1.49,False
1268,37110,0.25,False
1269,28387,0.12,False
1270,70194,0.37,False
1271,7067,1.12,False
1272,46464,0.93,False
1273,17013,0.87,False
1274,37647,0.37,False
1275,27733,0.93,False
1276,36807,0.99,False
1277,78309,1.24,False
1278,48146,0.19,False
1279,48551,0.19,False
1280,6789,0.43,False
1281,38463,0.19,False
1282,47672,0.37,False
1283,6786,0.31,False
1284,56661,0.06,False
1285,36796,0.12,False
1286,74977,0.06,False
1287,38689,0.06,False
1288,28385,0.37,False
1289,37720,0.81,False
1290,6797,0.62,False
1291,7557,0.19,False
1292,17176,0.62,False
1293,27613,0.5,False
1294,60087,0.25,False
1295,26905,0.31,False
1296,78350,2.24,False
1297,57085,0.37,False
1298,74513,0.93,False
1299,18466,1.12,False
1300,56824,0.25,False
1301,73141,0.75,False
1302,73734,0.31,False
1303,56651,0.25,False
1304,46245,0.81,False
1305,56436,1.55,False
1306,57211,0.56,False
1307,73823,0.56,False
1308,38663,0.37,False
1309,28407,0.12,False
1310,75148,0.06,False
1311,57098,0.75,False
1312,19035,0.31,False
1313,38569,0.87,False
1314,28884,0.37,False
1315,46847,0.87,False
1316,48546,0.12,False
1317,28114,0.25,False
1318,7600,0.19,False
1319,28109,0.31,False
1320,56944,1.62,False
1321,46797,0.43,False
1322,18338,0.06,False
1323,48096,0.31,False
1324,78366,0.62,False
1325,7795,1.62,False
1326,57351,0.12,False
1327,56663,2.05,False
1328,17865,0.25,False
1329,6658,0.37,False
1330,37651,0.25,False
1331,27696,1.24,False
1332,58444,1.37,False
1333,36672,0.87,False
1334,38695,0.25,False
1335,28309,0.12,False
1336,75128,0.31,False
1337,27918,0.43,False
1338,47508,1.06,False
1339,8737,0.31,False
1340,78363,1.12,False
1341,7599,0.12,False
1342,27580,0.25,False
1343,58155,0.12,False
1344,78353,0.68,False
1345,74526,0.06,False
1346,18622,0.06,False
1347,99906,1.99,False
1348,38175,0.37,False
1349,57239,0.43,False
1350,75329,0.37,False
1351,6198,2.86,False
1352,36811,0.25,False
1353,70183,0.37,False
1354,38722,0.06,False
1355,46215,0.31,False
1356,56620,0.43,False
1357,28758,0.25,False
1358,78348,0.99,False
1359,46911,0.37,False
1360,6898,0.12,False
1361,38599,1.18,False
1362,38749,0.5,False
1363,73633,0.31,False
1364,79991,0.62,False
1365,26790,2.49,False
1366,26187,0.12,False
1367,75069,0.06,False
1368,36809,0.25,False
1369,75383,0.19,False
1370,8357,0.31,False
1371,26116,1.12,False
1372,56650,0.56,False
1373,56078,0.31,False
1374,58141,0.68,False
1375,28386,0.19,False
1376,18427,0.12,False
1377,27539,1.93,False
1378,58181,0.5,False
1379,18396,0.56,False
1380,47099,0.81,False
1381,48172,0.31,False
1382,38596,0.19,False
1383,27917,0.31,False
1384,47519,1.24,False
1385,6664,1.18,False
1386,58157,0.19,False
1387,70191,0.06,False
1388,18276,0.37,False
1389,56918,0.87,False
1390,70203,0.31,False
1391,6800,0.62,False
1392,16756,0.19,False
1393,78150,0.12,False
1394,48664,0.5,False
1395,78388,0.25,False
1396,18472,0.25,False
1397,46654,0.37,False
1398,46121,0.37,False
1399,16767,0.81,False
1400,18491,0.81,False
1401,38564,0.25,False
1402,57324,0.56,False
1403,17732,1.43,False
1404,56685,1.55,False
1405,17553,0.62,False
1406,17687,0.12,False
1407,8476,0.37,False
1408,48481,0.68,False
1409,37122,0.19,False
1410,99901,0.37,False
1411,78310,0.81,False
1412,17020,0.62,False
1413,36216,2.05,False
1414,17676,1.06,False
1415,73493,0.99,False
1416,78391,0.31,False
1417,17821,1.55,False
1418,75130,0.12,False
1419,58317,0.31,False
1420,7064,1.37,False
1421,26217,0.12,False
1422,36846,0.12,False
1423,17427,0.56,False
1424,7651,0.43,False
1425,26824,0.37,False
1426,48768,0.81,False
1427,47502,1.06,False
1428,99166,1.93,False
1429,16404,0.12,False
1430,47094,0.99,False
1431,58231,0.81,False
1432,18495,1.68,False
1433,27720,1.55,False
1434,6882,0.19,False
1435,26673,2.55,False
1436,58196,0.31,False
1437,47766,0.43,False
1438,57056,0.43,False
1439,6642,2.24,False
1440,27765,1.24,False
1441,7216,0.43,False
1442,27088,1.62,False
1443,36469,1.49,False
1444,75312,0.06,False
1445,80764,0.12,False
1446,46841,0.25,False
1447,58265,0.68,False
1448,37113,1.49,False
1449,37759,0.62,False
1450,36199,0.75,False
1451,16228,1.43,False
1452,46077,1.24,False
1453,48054,0.37,False
1454,26463,0.87,False
1455,16202,1.24,False
1456,36674,0.25,False
1457,26792,0.25,False
1458,17743,0.25,False
1459,16435,0.31,False
1460,78357,0.68,False
1461,7065,0.81,False
1462,36803,0.5,False
1463,7978,0.12,False
1464,16629,2.61,False
1465,48643,0.87,False
1466,8486,0.12,False
1467,75310,0.12,False
1468,36850,0.37,False
1469,58084,1.3,False
1470,47087,0.31,False
1471,56688,2.8,False
1472,27092,0.25,False
1473,74675,0.12,False
1474,73051,0.06,False
1475,73156,2.3,False
1476,57673,1.99,False
1477,58446,0.37,False
1478,28133,0.31,False
1479,6783,2.05,False
1480,70003,0.37,False
1481,56398,0.87,False
1482,17570,0.12,False
1483,37983,0.56,False
1484,78149,1.24,False
1485,57033,1.43,False
1486,78362,0.68,False
1487,56496,0.56,False
1488,99003,1.18,False
1489,17686,1.12,False
1490,57754,0.12,False
1491,70186,0.06,False
1492,16175,0.37,False
1493,16790,0.19,False
1494,8560,0.19,False
1495,27512,0.43,False
1496,48561,0.12,False
1497,36309,1.93,False
1498,56466,2.42,False
1499,78405,1.06,False
1500,56504,0.93,False
1501,78395,1.68,False
1502,37638,0.99,False
1503,38573,0.19,False
1504,74978,0.06,False
1505,26465,0.12,False
1506,27096,0.31,False
1507,6766,1.24,False
1508,6150,0.93,False
1509,56842,1.24,False
1510,16755,0.81,False
1511,75103,0.06,False
1512,28690,0.37,False
1513,26671,1.18,False
1514,56256,1.68,False
1515,46795,0.87,False
1516,73048,1.18,False
1517,6780,0.19,False
1518,6779,0.68,False
1519,27243,0.75,False
1520,7789,0.5,False
1521,27669,0.19,False
1522,76038,0.12,False
1523,75328,0.25,False
1524,36465,1.24,False
1525,27496,0.43,False
1526,26435,0.75,False
1527,6430,0.81,False
1528,46781,0.19,False
1529,36471,0.12,False
1530,48610,0.68,False
1531,74510,0.37,False
1532,38579,0.5,False
1533,56754,0.43,False
1534,8641,0.87,False
1535,56614,0.19,False
1536,8503,0.56,False
1537,26189,1.43,False
1538,7049,1.18,False
1539,28499,0.31,False
1540,6268,0.06,False
1541,74538,0.12,False
1542,26676,3.36,False
1543,36680,0.93,False
1544,56814,0.56,False
1545,74511,0.81,False
1546,7652,0.43,False
1547,48116,0.31,False
1548,36805,0.87,False
1549,7055,0.68,False
1550,16433,0.93,False
1551,58197,0.62,False
1552,18623,0.19,False
1553,37710,0.12,False
1554,74909,0.12,False
1555,58116,0.56,False
1556,18266,0.12,False
1557,16200,1.93,False
1558,73498,0.99,False
1559,78372,0.37,False
1560,16753,0.19,False
1561,75399,0.06,False
1562,26915,0.56,False
1563,70200,0.37,False
1564,56211,1.18,False
1565,26830,0.75,False
1566,48704,0.12,False
1567,36943,1.18,False
1568,49035,0.56,False
1569,73961,0.68,False
1570,6243,1.3,False
1571,16185,0.19,False
1572,48417,0.25,False
1573,26464,0.31,False
1574,16072,2.05,False
1575,78380,1.55,False
1576,48419,0.25,False
1577,56071,1.24,False
1578,73490,0.25,False
1579,27595,0.99,False
1580,74691,0.25,False
1581,8483,0.12,False
1582,8282,0.31,False
1583,73175,0.99,False
1584,70207,0.25,False
1585,78351,0.25,False
1586,74622,0.12,False
1587,17512,1.74,False
1588,46109,0.12,False
1589,75077,0.12,False
1590,18397,0.12,False
1591,27667,0.31,False
1592,78378,2.92,False
1593,78280,0.19,False
1594,6660,0.31,False
1595,99900,0.31,False
1596,74922,0.5,False
1597,26643,0.87,False
1598,73993,0.06,False
1599,57403,0.37,False
1600,47639,0.37,False
1601,74527,0.19,False
1602,38441,0.12,False
1603,78368,0.25,False
1604,27094,0.12,False
1605,75062,0.31,False
1606,36121,0.75,False
1607,56598,0.68,False
1608,48810,1.12,False
1609,17579,0.12,False
1610,47671,0.06,False
1611,75034,0.06,False
1612,46465,0.25,False
1613,28515,0.19,False
1614,26914,1.12,False
1615,47251,0.62,False
1616,8639,0.06,False
1617,16624,0.5,False
1618,73658,0.12,False
1619,26831,1.06,False
1620,48812,0.31,False
1621,37124,2.17,False
1622,73818,0.25,False
1623,28076,0.31,False
1624,59036,0.19,False
1625,74925,0.62,False
1626,48519,0.56,False
1627,36437,0.75,False
1628,57355,0.12,False
1629,28516,0.06,False
1630,73004,0.62,False
1631,18663,0.87,False
1632,78371,0.68,False
1633,73492,1.06,False
1634,38639,0.12,False
1635,47761,0.81,False
1636,28121,0.25,False
1637,38580,0.19,False
1638,48153,0.25,False
1639,16760,0.06,False
1640,74637,0.43,False
1641,6761,0.31,False
1642,7895,0.99,False
1643,73164,0.75,False
1644,36820,0.87,False
1645,47514,0.75,False
1646,7058,1.06,False
1647,46836,0.5,False
1648,46816,1.12,False
1649,58327,0.12,False
1650,78346,0.56,False
1651,38772,0.56,False
1652,37114,0.62,False
1653,73050,0.5,False
1654,57891,0.12,False
1655,73173,2.24,False
1656,75127,0.06,False
1657,48004,0.62,False
1658,26886,0.37,False
1659,57768,0.5,False
1660,28736,0.19,False
1661,38745,0.68,False
1662,73005,0.31,False
1663,75100,0.06,False
1664,26200,0.19,False
1665,74565,0.25,False
1666,17832,0.81,False
1667,26800,1.12,False
1668,73619,0.62,False
1669,60086,0.75,False
1670,8515,0.06,False
1671,73900,0.93,False
1672,8727,5.34,False
1673,78398,0.25,False
1674,16775,1.55,False
1675,17472,0.68,False
1676,16263,1.99,False
1677,37713,0.68,False
1678,71004,0.31,False
1679,74692,0.19,False
1680,28533,0.19,False
1681,28795,0.43,False
1682,57269,0.5,False
1683,18167,0.12,False
1684,38692,0.12,False
1685,26211,1.99,False
1686,18054,0.62,False
1687,17428,1.18,False
1688,75382,0.19,False
1689,74533,0.19,False
1690,73140,0.19,False
1691,78384,0.75,False
1692,37540,2.73,False
1693,18267,0.68,False
1694,73487,0.75,False
1695,26662,0.5,False
1696,7911,1.18,False
1697,78152,0.19,False
1698,71000,1.18,False
1699,80396,0.43,False
1700,46112,3.36,False
1701,56114,1.18,False
1702,74806,0.31,False
1703,73495,0.12,False
1704,74545,0.12,False
1705,18727,0.56,False
1706,73902,0.37,False
1707,74512,0.25,False
1708,74529,0.25,False
1709,36438,0.81,False
1710,73822,0.19,False
1711,56282,1.18,False
1712,46122,0.37,False
1713,81073,0.19,False
1714,18265,0.31,False
1715,73486,0.37,False
1716,73485,0.5,False
1717,16752,0.75,False
1718,18526,1.3,False
1719,38594,0.19,False
1720,7901,4.78,False
1721,74620,0.25,False
1722,73049,0.56,False
1723,80763,0.19,False
1724,78361,0.25,False
1725,6077,1.12,False
1726,73481,0.12,False
1727,75348,0.12,False
1728,16864,0.56,False
1729,16174,0.25,False
1730,57749,0.25,False
1731,38727,0.12,False
1732,47714,0.12,False
1733,26102,1.62,False
1734,38461,0.12,False
1735,8576,0.43,False
1736,26654,0.06,False
1737,73901,0.06,False
1738,73484,0.31,False
1739,18496,0.81,False
1740,74498,0.12,False
1741,28211,0.12,False
1742,56604,0.25,False
1743,18489,0.12,False
1744,8049,0.75,False
1745,46670,1.06,False
1746,78359,1.43,False
1747,28554,0.19,False
1748,8709,1.18,False
1749,74603,0.25,False
1750,48303,0.62,False
1751,36079,0.93,False
1752,18537,0.12,False
1753,38444,0.12,False
1754,75347,0.06,False
1755,75313,0.06,False
1756,73556,0.31,False
1757,8105,0.31,False
1758,56515,0.12,False
1759,17196,0.19,False
1760,16092,2.61,False
1761,78118,1.12,False
1762,81119,0.43,False
1763,73905,0.25,False
1764,74602,0.19,False
1765,70201,0.06,False
1766,16405,1.55,False
1767,57576,1.99,False
1768,78382,0.37,False
1769,73002,0.12,False
1770,75131,0.12,False
1771,57713,0.43,False
1772,6902,0.37,False
1773,74534,1.24,False
1774,49028,1.18,False
1775,16617,0.75,False
1776,26290,1.06,False
1777,56245,0.93,False
1778,27601,0.99,False
1779,18438,0.12,False
1780,16638,0.93,False
1781,48115,0.81,False
1782,48251,0.25,False
1783,48814,0.31,False
1784,73000,0.37,False
1785,8375,0.12,False
1786,36835,0.31,False
1787,8467,0.31,False
1788,16230,3.54,False
1789,16104,1.18,False
1790,7057,0.43,False
1791,27080,1.62,False
1792,74537,0.19,False
1793,73903,0.06,False
1794,99816,0.31,False
1795,48445,0.31,False
1796,99909,3.79,False
1797,8640,0.25,False
1798,7782,1.3,False
1799,75384,0.12,False
1800,28108,0.19,False
1801,48347,0.12,False
1802,27095,0.37,False
1803,57278,0.31,False
1804,73488,0.43,False
1805,70027,0.93,False
1806,27527,0.5,False
1807,78373,0.5,False
1808,70196,0.5,False
1809,26809,0.25,False
1810,78355,0.5,False
1811,46289,0.37,False
1812,56288,0.43,False
1813,56802,0.25,False
1814,70185,0.31,False
1815,18476,0.37,False
1816,16644,0.62,False
1817,36951,0.5,False
1818,46842,0.87,False
1819,46819,0.31,False
1820,58266,0.68,False
1821,73480,0.19,False
1822,49007,1.18,False
1823,48556,0.31,False
1824,75340,0.06,False
1825,70204,0.12,False
1826,8644,0.06,False
1827,36679,0.62,False
1828,38265,0.12,False
1829,75070,0.12,False
1830,71011,0.31,False
1831,26674,1.18,False
1832,78381,0.56,False
1833,78130,2.24,False
1834,58306,0.43,False
1835,6000,0.56,True
1836,48774,0.7150000000000001,True
1837,48727,0.56,True
1838,48708,0.56,True
1839,48701,0.56,True
1840,48644,0.7150000000000001,True
1841,48625,0.56,True
1842,48611,0.7150000000000001,True
1843,48582,0.7150000000000001,True
1844,56112,0.56,True
1845,48813,0.56,True
1846,56029,0.7150000000000001,True
1847,48815,0.56,True
1848,48039,0.7150000000000001,True
1849,48114,0.56,True
1850,48089,0.7150000000000001,True
1851,48082,0.7150000000000001,True
1852,48040,0.7150000000000001,True
1853,47976,0.56,True
1854,47942,0.56,True
1855,47892,0.7150000000000001,True
1856,47876,0.7150000000000001,True
1857,47866,0.7150000000000001,True
1858,48176,0.56,True
1859,48550,0.56,True
1860,48422,0.56,True
1861,48358,0.56,True
1862,48315,0.56,True
1863,48310,0.56,True
1864,56758,0.7150000000000001,True
1865,56696,0.56,True
1866,56432,0.56,True
1867,56421,0.56,True
1868,56327,0.7150000000000001,True
1869,56314,0.56,True
1870,56229,0.56,True
1871,56681,0.7150000000000001,True
1872,56677,0.56,True
1873,56644,0.56,True
1874,56628,0.56,True
1875,38830,0.56,True
1876,38664,0.7150000000000001,True
1877,38647,0.25,True
1878,46437,0.7150000000000001,True
1879,46217,0.7150000000000001,True
1880,46216,0.7150000000000001,True
1881,38595,0.56,True
1882,38134,0.56,True
1883,38112,0.56,True
1884,38022,0.7150000000000001,True
1885,38020,0.7150000000000001,True
1886,38019,0.7150000000000001,True
1887,37990,0.56,True
1888,37918,0.7150000000000001,True
1889,37912,0.7150000000000001,True
1890,38442,0.56,True
1891,38440,0.56,True
1892,38438,0.56,True
1893,47100,0.56,True
1894,47097,0.56,True
1895,47086,0.56,True
1896,47578,0.7150000000000001,True
1897,47625,0.56,True
1898,47609,0.56,True
1899,47597,0.56,True
1900,46672,0.56,True
1901,46665,0.56,True
1902,46824,0.56,True
1903,74974,0.56,True
1904,6001,0.7150000000000001,True
1905,75068,0.56,True
1906,74927,0.7150000000000001,True
1907,74926,0.7150000000000001,True
1908,74924,0.56,True
1909,74923,0.56,True
1910,74906,0.56,True
1911,74808,0.56,True
1912,75256,0.56,True
1913,75315,0.56,True
1914,75311,0.56,True
1915,75309,0.56,True
1916,74693,0.7150000000000001,True
1917,74471,0.56,True
1918,74530,0.7150000000000001,True
1919,74528,0.7150000000000001,True
1920,74482,0.56,True
1921,74470,0.56,True
1922,74676,0.56,True
1923,74215,0.56,True
1924,73994,0.56,True
1925,73987,0.7150000000000001,True
1926,73986,0.7150000000000001,True
1927,73985,0.56,True
1928,73984,0.56,True
1929,73945,0.7150000000000001,True
1930,73906,0.7150000000000001,True
1931,74532,0.7150000000000001,True
1932,74535,0.7150000000000001,True
1933,74654,0.56,True
1934,74653,0.56,True
1935,74652,0.56,True
1936,74651,0.56,True
1937,74624,0.7150000000000001,True
1938,74623,0.7150000000000001,True
1939,74621,0.56,True
1940,74610,0.56,True
1941,74609,0.56,True
1942,74605,0.56,True
1943,74604,0.56,True
1944,74601,0.56,True
1945,74566,0.56,True
1946,74551,0.56,True
1947,74540,0.56,True
1948,74539,0.56,True
1949,74536,0.7150000000000001,True
1950,79997,0.56,True
1951,78401,0.56,True
1952,78379,0.56,True
1953,80795,0.56,True
1954,99903,0.7150000000000001,True
1955,99894,0.56,True
1956,99819,0.7150000000000001,True
1957,99753,0.56,True
1958,80796,0.56,True
1959,99435,0.56,True
1960,80945,0.56,True
1961,80933,0.56,True
1962,78376,0.56,True
1963,78374,0.56,True
1964,78085,0.56,True
1965,76089,0.56,True
1966,75426,0.56,True
1967,75425,0.7150000000000001,True
1968,75398,0.56,True
1969,75385,0.56,True
1970,75349,0.56,True
1971,75346,0.56,True
1972,75342,0.56,True
1973,78185,0.56,True
1974,78370,0.56,True
1975,78360,0.56,True
1976,78358,0.56,True
1977,78356,0.56,True
1978,78352,0.56,True
1979,78349,0.56,True
1980,78347,0.7150000000000001,True
1981,78345,0.7150000000000001,True
1982,58233,0.56,True
1983,58184,0.56,True
1984,58174,0.56,True
1985,58166,0.56,True
1986,70187,0.56,True
1987,70181,0.7150000000000001,True
1988,70175,0.56,True
1989,70020,0.25,True
1990,57227,0.56,True
1991,57178,0.56,True
1992,57979,0.56,True
1993,57826,0.56,True
1994,57771,0.56,True
1995,57740,0.7150000000000001,True
1996,73561,0.7150000000000001,True
1997,73557,0.56,True
1998,73554,0.7150000000000001,True
1999,73497,0.7150000000000001,True
2000,73496,0.7150000000000001,True
2001,73494,0.7150000000000001,True
2002,73491,0.7150000000000001,True
2003,73489,0.56,True
2004,73483,0.7150000000000001,True
2005,73482,0.7150000000000001,True
2006,73819,0.56,True
2007,73656,0.56,True
2008,73638,0.7150000000000001,True
2009,73637,0.7150000000000001,True
2010,73636,0.56,True
2011,73630,0.56,True
2012,73629,0.7150000000000001,True
2013,73618,0.7150000000000001,True
2014,73445,0.56,True
2015,71002,0.56,True
2016,73001,0.56,True
2017,71005,0.56,True
2018,71003,0.56,True
2019,73344,0.56,True
2020,70210,0.7150000000000001,True
2021,70206,0.56,True
2022,70199,0.56,True
2023,73006,0.56,True
2024,73343,0.56,True
2025,73174,0.7150000000000001,True
2026,73171,0.7150000000000001,True
2027,73163,0.56,True
2028,73158,0.56,True
2029,73157,0.56,True
2030,37825,0.56,True
2031,16765,0.56,True
2032,17022,0.7150000000000001,True
2033,16012,0.7150000000000001,True
2034,8664,0.56,True
2035,16623,0.56,True
2036,16196,0.7150000000000001,True
2037,17025,0.56,True
2038,18335,0.56,True
2039,17957,0.7150000000000001,True
2040,17876,0.7150000000000001,True
2041,17874,0.56,True
2042,17815,0.7150000000000001,True
2043,18340,0.56,True
2044,18487,0.7150000000000001,True
2045,18470,0.56,True
2046,18456,0.56,True
2047,17026,0.56,True
2048,17524,0.56,True
2049,17738,0.56,True
2050,8609,0.56,True
2051,8581,0.56,True
2052,6762,0.56,True
2053,7054,0.7150000000000001,True
2054,6750,0.56,True
2055,6124,0.56,True
2056,6097,0.7150000000000001,True
2057,6096,0.56,True
2058,6076,0.7150000000000001,True
2059,6013,0.7150000000000001,True
2060,6429,0.7150000000000001,True
2061,8280,0.56,True
2062,8438,0.56,True
2063,8352,0.56,True
2064,8291,0.56,True
2065,7902,0.7150000000000001,True
2066,8024,0.7150000000000001,True
2067,7961,0.7150000000000001,True
2068,8544,0.56,True
2069,8513,0.56,True
2070,8510,0.56,True
2071,7904,0.7150000000000001,True
2072,7824,0.7150000000000001,True
2073,7765,0.56,True
2074,36099,0.7150000000000001,True
2075,36032,0.7150000000000001,True
2076,36013,0.56,True
2077,36001,0.7150000000000001,True
2078,36000,0.56,True
2079,28767,0.56,True
2080,36497,0.7150000000000001,True
2081,36248,0.56,True
2082,36247,0.56,True
2083,28674,0.25,True
2084,28313,0.56,True
2085,28672,0.7150000000000001,True
2086,28411,0.56,True
2087,28443,0.56,True
2088,28512,0.56,True
2089,37116,0.7150000000000001,True
2090,37100,0.25,True
2091,37752,0.56,True
2092,37706,0.56,True
2093,36848,0.56,True
2094,36825,0.56,True
2095,27931,0.7150000000000001,True
2096,26677,0.56,True
2097,26805,0.56,True
2098,18648,0.56,True
2099,18728,0.56,True
2100,18737,0.56,True
2101,26012,0.7150000000000001,True
2102,26080,0.7150000000000001,True
2103,26081,0.56,True
2104,18560,0.56,True
2105,18527,0.7150000000000001,True
2106,26099,0.56,True
2107,26212,0.7150000000000001,True
2108,26118,0.56,True
2109,26190,0.7150000000000001,True
2110,27600,0.56,True
2111,27624,0.56,True
2112,27581,0.56,True
2113,27865,0.7150000000000001,True
2114,27866,0.7150000000000001,True
2115,27883,0.7150000000000001,True
2116,27089,0.7150000000000001,True
2117,27923,0.7150000000000001,True
2118,27085,0.7150000000000001,True
