ID,total,slight,serious,neigh,Road_name,Road_name2,h,Day_of_Week,m,Speed_limit,Junction_Detail,Junction_Control,Pedestrian_Crossing-Physical_Facilities,bikelane,aadf_Road_name,aadf_Road_category,aadf_Road_type,aadf_CLT_CARR,aadf_CLT_SEGREG,aadf_CLT_STEPP,aadf_CLT_PARSEG,aadf_CLT_SHARED,aadf_CLT_MANDAT,aadf_CLT_ADVIS,aadf_CLT_PRIORI,aadf_CLT_CONTRA,aadf_CLT_BIDIRE,aadf_CLT_CBYPAS,aadf_CLT_BBYPAS,aadf_CLT_PARKR,aadf_CLT_WATERR,aadf_CLT_PTIME,distance_to_cp,aadf_Pedal_cycles,aadf_All_motor_vehicles,aadf_All_HGVs,aadf_LGVs,aadf_Buses_and_coaches,total_norm,serious_ratio,N_year,Year_start,Year_end,Max_year_gap
81,56890,49,40,9,7,A302,A302,18,6,7,30,3,4,0,True,A302,PA,Major,1,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0.08608839013254287,1130.795918367347,20999.918367346938,862.7755102040817,3359.4897959183672,1958.3265306122448,0.04333231063545633,0.1836734693877551,22,2000,2021,1
82,75338,49,42,7,14,A5201,A201,9,5,4,30,6,2,5,True,A5201,PA,Major,1,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0.030888087884963337,4938.571428571428,17227.448979591838,518.3673469387755,3266.714285714286,757.6938775510204,0.009921897599074343,0.14285714285714285,22,2000,2021,1
83,48687,49,42,7,8,A10,A1211,18,4,4,30,6,2,5,True,A10,PA,Major,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.03167870229539151,4178.0204081632655,19774.367346938776,822.469387755102,3108.469387755102,1722.734693877551,0.01172804228152186,0.14285714285714285,22,2000,2021,1
84,48552,49,38,11,7,A3211,na0,8,4,6,30,0,-1,0,True,A3211,PA,Major,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.12271536027693185,5090.959183673469,49194.32653061225,1826.938775510204,7274.693877551021,1236.3877551020407,0.009624905294299218,0.22448979591836735,22,2000,2021,1
85,26432,48,41,7,6,A402,A402,18,5,10,30,3,2,5,True,A402,PA,Major,1,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0.19055204695701386,1200.2916666666667,33371.9375,808.3541666666666,4701.625,1454.7291666666667,0.03999028014024369,0.14583333333333334,22,2000,2021,1
86,16737,48,41,7,8,A201,B300,17,4,9,30,6,2,5,True,A201,PA,Major,1,1,0,1,1,0,0,0,1,1,0,0,0,0,0,0.05904520809639641,3384.8541666666665,18806.416666666668,651.5416666666666,3318.9375,920.2708333333334,0.01418081773586996,0.14583333333333334,22,2000,2021,1
87,7604,47,44,3,0,A3220,U,9,6,5,30,3,4,0,False,A3220,PA,Major,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,0.06699143113422781,3039.021276595745,37412.04255319149,1406.6808510638298,5695.914893617021,546.9787234042553,0.015465505411876723,0.06382978723404255,22,2000,2021,1
88,57235,47,38,9,14,A501,A501,9,5,7,30,3,4,0,True,A501,PA,Major,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0.09315950800605588,1741.0851063829787,27871.659574468085,1425.4468085106382,4639.978723404255,1195.5106382978724,0.02699465972553189,0.19148936170212766,22,2000,2021,1
89,26185,47,38,9,2,A3,U,8,6,7,30,3,4,0,True,A3,PA,Major,1,0,0,1,1,0,1,1,0,1,0,0,0,0,1,0.05941169422558822,3931.425531914894,39798.95744680851,1664.0851063829787,7696.36170212766,1244.8085106382978,0.011954951103221721,0.19148936170212766,22,2000,2021,1
90,48517,46,36,10,7,A4,A4,8,4,7,30,3,2,5,True,A4,PA,Major,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.03288520704155619,2335.3260869565215,19732.543478260868,571.2173913043479,2049.108695652174,1281.0217391304348,0.01969746334652083,0.21739130434782608,22,2000,2021,1
91,56625,46,41,5,6,A40,A40,16,5,8,30,3,2,5,True,A40,PA,Major,1,0,0,0,1,0,1,0,1,1,0,0,0,0,1,0.08254369412503841,1327.4782608695652,12071.782608695652,324.2391304347826,908.4782608695652,5225.086956521739,0.0346521682169527,0.10869565217391304,22,2000,2021,1
92,46201,46,44,2,17,A11,C,18,2,6,30,3,2,0,True,A11,PA,Major,1,1,1,1,1,1,1,1,0,1,0,1,0,0,0,0.15535304591844917,1816.0,29815.152173913044,798.3260869565217,2758.1304347826085,1291.3478260869565,0.025330396475770924,0.043478260869565216,22,2000,2021,1
93,7717,45,36,9,14,A5201,U,10,6,8,30,3,4,1,True,A5201,PA,Major,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0.05499428535598952,5007.355555555556,17280.48888888889,487.0888888888889,3143.9333333333334,744.8666666666667,0.008986779448899617,0.2,22,2000,2021,1
94,58165,45,38,7,2,A202,A202,9,6,11,30,3,4,0,True,A202,PA,Major,1,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0.03546436194465189,2064.288888888889,20347.155555555557,842.9555555555555,3713.7555555555555,1164.1555555555556,0.021799274434026246,0.15555555555555556,22,2000,2021,1
95,7672,45,39,6,12,A4201,C,9,4,4,30,6,2,5,True,A4201,PA,Major,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.13344102258220084,1352.0,14839.155555555555,764.5777777777778,2046.2666666666667,1176.2666666666667,0.03328402366863906,0.13333333333333333,22,2000,2021,1
96,6107,45,38,7,8,A3,C,8,3,10,30,6,2,0,True,A3,PA,Major,1,0,0,0,1,0,1,0,1,1,0,0,1,0,1,0.060345264940231964,2987.822222222222,16813.71111111111,682.0666666666667,3423.0666666666666,1342.5555555555557,0.015061137060066046,0.15555555555555556,22,2000,2021,1
97,38567,45,39,6,8,A200,U,8,6,10,30,3,4,0,True,A200,PA,Major,1,0,0,1,0,1,1,1,1,0,0,0,0,0,0,0.042483554827935185,2764.6222222222223,10700.666666666666,478.4888888888889,1579.4222222222222,1320.0,0.016277088290142114,0.13333333333333333,22,2000,2021,1
98,38631,44,35,9,7,A4,A301,18,4,11,30,3,2,5,False,A4,PA,Major,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,0.07976983249699329,2425.659090909091,17984.795454545456,576.5227272727273,2067.5227272727275,2935.8636363636365,0.01813939978824874,0.20454545454545456,22,2000,2021,1
99,6190,44,37,7,15,A10,A1202,11,3,8,30,3,2,5,True,A10,PA,Major,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.029730607097014194,4481.590909090909,26063.136363636364,1202.3181818181818,4341.727272727273,2498.840909090909,0.009817942086312693,0.1590909090909091,22,2000,2021,1
100,48543,44,40,4,14,A501,U,9,5,1,30,3,4,0,True,A501,PA,Major,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0.09222916937864119,1659.5454545454545,28768.659090909092,1352.2727272727273,4909.090909090909,1015.0,0.026513284031772118,0.09090909090909091,22,2000,2021,1
101,18604,43,36,7,8,A1211,C,8,3,8,30,3,2,5,True,A1211,PA,Major,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0.07348602933828932,1169.9767441860465,18578.39534883721,797.0,3107.767441860465,373.4651162790698,0.03675286728020831,0.16279069767441862,22,2000,2021,1
102,6108,43,38,5,2,A3,C,8,5,5,30,3,2,5,True,A3,PA,Major,1,0,0,1,1,0,1,1,0,1,0,0,0,0,1,0.13991410270323404,3778.4883720930234,27981.95348837209,952.4883720930233,5319.790697674419,1077.1860465116279,0.011380212340360055,0.11627906976744186,22,2000,2021,1
103,17169,43,34,9,13,A501,A4200,19,3,6,30,6,2,5,True,A501,PA,Major,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0.06732450934328925,1653.139534883721,50478.651162790695,2138.9767441860463,6848.046511627907,2288.5813953488373,0.026011113455722025,0.20930232558139536,22,2000,2021,1
104,46268,43,33,10,2,A23,U,17,4,10,30,3,4,0,True,A23,PA,Major,1,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0.15874334713639424,3754.6976744186045,18188.81395348837,598.6976744186046,2967.8837209302324,1443.5116279069769,0.011452320194237297,0.23255813953488372,22,2000,2021,1
105,38592,43,37,6,13,A401,A5200,9,5,2,30,6,2,5,True,A401,PA,Major,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0.11446914998054891,3492.6279069767443,7708.581395348837,314.13953488372096,1269.8139534883721,1259.6976744186047,0.012311646457987921,0.13953488372093023,22,2000,2021,1
106,39028,42,37,5,1,A202,A3212,8,4,3,30,6,2,5,True,A202,PA,Major,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,0.057194232341141384,2479.9285714285716,37069.95238095238,1343.3095238095239,7677.119047619048,2065.0714285714284,0.016935971658169877,0.11904761904761904,22,2000,2021,1
107,56512,42,35,7,11,A124,U,18,3,10,30,3,4,0,True,A124,PA,Major,1,0,0,1,1,0,1,1,1,0,0,0,0,0,1,0.27086223962938605,400.45238095238096,13870.047619047618,295.4761904761905,1244.404761904762,1157.2380952380952,0.10488138414887924,0.16666666666666666,22,2000,2021,1
108,16841,41,36,5,2,A201,A3,16,5,2,30,1,2,0,True,A201,PA,Major,1,1,0,1,1,0,1,0,1,1,0,0,0,0,1,0.10061735630699528,1678.5121951219512,15436.90243902439,546.0975609756098,2487.0,4734.5609756097565,0.024426393873784855,0.12195121951219512,22,2000,2021,1
109,57828,41,37,4,7,A401,U,16,5,9,30,6,4,1,True,A401,PA,Major,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0.05291232283848191,3208.317073170732,20085.341463414636,571.5853658536586,4578.975609756098,502.1219512195122,0.012779285545951452,0.0975609756097561,22,2000,2021,1
110,75396,41,34,7,8,A201,A3211,9,6,9,30,3,2,5,True,A201,PA,Major,1,1,0,0,1,1,1,1,0,1,0,0,0,0,0,0.028300611045344964,5061.073170731707,35187.26829268293,1018.3658536585366,5346.268292682927,1087.6097560975609,0.008101048654483769,0.17073170731707318,22,2000,2021,1
111,47788,40,35,5,12,A5205,U,9,3,11,30,3,4,0,False,A5205,PA,Major,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,0.21739701215373147,1394.8,21656.3,469.0,3401.525,118.55,0.028677946659019213,0.125,22,2000,2021,1
112,17496,40,33,7,9,A1202,U,9,4,9,30,6,4,0,False,A1202,PA,Major,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,0.17508184946396466,1242.4,13544.425,479.15,2315.825,80.325,0.032195750160978746,0.175,22,2000,2021,1
113,6749,40,36,4,4,A200,U,18,3,5,30,3,4,0,True,A200,PA,Major,1,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0.12170269820131678,1534.675,17931.925,600.075,3694.55,528.375,0.026064150390147752,0.1,22,2000,2021,1
114,48540,40,36,4,14,A1200,U,9,5,4,30,3,4,0,True,A1200,PA,Major,1,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0.1322496816151853,762.125,18847.2,451.275,2565.1,968.15,0.05248482860423159,0.1,22,2000,2021,1
115,8182,40,33,7,7,A23,A23,8,5,5,30,1,2,5,True,A23,PA,Major,1,1,0,0,1,1,0,0,1,0,0,0,0,0,1,0.0897442104229215,1629.275,16991.175,565.95,2451.125,2421.45,0.024550797133694433,0.175,22,2000,2021,1
116,6896,40,30,10,6,A315,U,17,4,7,30,3,2,5,True,A315,PA,Major,1,1,0,1,1,1,0,0,0,1,0,0,1,0,1,0.2089826635751681,655.55,19082.625,749.45,2439.65,1622.45,0.061017466249713985,0.25,22,2000,2021,1
117,56939,39,33,6,8,A3200,U,9,4,7,30,6,4,0,True,A3200,PA,Major,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0.07276703196772713,3058.871794871795,18392.28205128205,755.9487179487179,3435.153846153846,1034.8461538461538,0.012749798819742489,0.15384615384615385,22,2000,2021,1
118,17573,39,33,6,0,A3216,U,18,4,2,30,3,4,0,False,A3216,PA,Major,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,0.18158677416711758,1386.871794871795,14278.692307692309,444.9230769230769,1935.4871794871794,1425.6410256410256,0.028120840112409406,0.15384615384615385,22,2000,2021,1
119,56739,39,35,4,1,A203,U,7,4,9,30,3,4,0,True,A203,PA,Major,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0.15773433869634323,1714.6666666666667,18743.666666666668,624.4871794871794,3342.3846153846152,831.1025641025641,0.022744945567651633,0.10256410256410256,22,2000,2021,1
120,7609,38,35,3,0,A3220,C,18,4,5,30,3,4,0,True,A3220,PA,Major,1,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0.11978879672046645,2117.5789473684213,23675.21052631579,654.8684210526316,3705.9210526315787,1301.7368421052631,0.01794502162350251,0.07894736842105263,22,2000,2021,1
121,7934,37,31,6,0,A3214,A3214,9,4,11,30,6,2,0,False,A3214,PA,Major,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,0.15268763286019854,1429.972972972973,14252.72972972973,320.6216216216216,1587.4324324324325,2738.7027027027025,0.02587461490483661,0.16216216216216217,22,2000,2021,1
122,16142,37,29,8,6,A302,U,14,6,5,30,3,4,0,True,A302,PA,Major,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0.06580968980731315,1668.1891891891892,50767.89189189189,1736.3513513513512,10073.891891891892,5203.891891891892,0.0221797385091457,0.21621621621621623,22,2000,2021,1
123,6152,37,31,6,6,A5,A5,8,4,4,30,6,2,5,False,A5,PA,Major,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,0.06513280516523223,886.8378378378378,36013.7027027027,1246.972972972973,6084.216216216216,2685.891891891892,0.041721269009234146,0.16216216216216217,22,2000,2021,1
124,36916,37,31,6,8,A300,U,9,3,1,30,3,4,0,True,A300,PA,Major,1,0,0,1,1,1,1,1,0,1,0,0,1,0,1,0.06425863985408345,3856.4594594594596,12634.837837837838,630.4054054054054,2508.9189189189187,578.2702702702703,0.00959429248225161,0.16216216216216217,22,2000,2021,1
125,48553,36,30,6,7,A302,A3212,8,2,4,30,3,2,5,True,A302,PA,Major,1,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0.04433436045463632,6231.583333333333,50071.36111111111,1404.75,5994.055555555556,2819.3888888888887,0.0057770229609917225,0.16666666666666666,22,2000,2021,1
126,28878,36,32,4,4,A1206,U,19,3,5,30,3,4,0,False,A1206,PA,Major,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,0.28942984985437187,960.7222222222222,9354.111111111111,141.63888888888889,1133.2777777777778,675.3333333333334,0.03747180940264847,0.1111111111111111,22,2000,2021,1
127,8618,35,28,7,8,A3211,A3211,9,4,7,30,3,4,0,True,A3211,PA,Major,1,1,0,0,1,0,1,0,1,1,0,0,0,0,0,0.12287835870144312,1701.6285714285714,45963.42857142857,3114.114285714286,7754.4,1177.0857142857142,0.02056853098712158,0.2,22,2000,2021,1
128,6625,35,32,3,2,A100,A2206,17,3,7,30,3,2,5,True,A100,PA,Major,1,1,0,1,0,1,1,0,1,1,0,0,0,0,0,0.04822300444544516,1277.5428571428572,29095.14285714286,838.4571428571429,6068.5142857142855,915.8857142857142,0.027396341190678533,0.08571428571428572,22,2000,2021,1
129,47656,35,30,5,8,A3200,U,9,4,11,30,3,4,0,True,A3200,PA,Major,1,1,0,0,1,1,1,0,1,1,0,0,0,0,0,0.08700832617114183,1672.4285714285713,17960.314285714285,810.3714285714286,3693.3714285714286,673.7428571428571,0.020927650123857524,0.14285714285714285,22,2000,2021,1
130,16621,35,33,2,15,A107,U,17,4,7,30,3,4,0,True,A107,PA,Major,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0.05342369588600334,831.9714285714285,20156.285714285714,922.1142857142858,2852.1428571428573,2235.4285714285716,0.04206875236100141,0.05714285714285714,22,2000,2021,1
131,17637,35,33,2,7,A4200,A4200,9,5,8,30,3,4,5,True,A4200,PA,Major,1,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0.045012313399435226,2897.457142857143,30251.82857142857,810.0285714285715,5197.628571428571,3385.1714285714284,0.012079557444458688,0.05714285714285714,22,2000,2021,1
132,74972,35,33,2,6,A5,A404,9,6,8,30,6,2,5,True,A5,PA,Major,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0.029708616046219966,1391.5428571428572,34500.828571428574,1129.4,5717.4857142857145,2317.7714285714287,0.025151938239159,0.05714285714285714,22,2000,2021,1
133,73565,35,29,6,15,A1202,A10,9,4,12,30,6,2,5,True,A1202,PA,Major,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.03769390462695018,1956.3714285714286,29090.22857142857,2272.4857142857145,5648.171428571429,240.88571428571427,0.01789026331546741,0.17142857142857143,22,2000,2021,1
134,37774,35,28,7,7,A4201,A4201,18,5,8,30,6,2,5,True,A4201,PA,Major,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0.04282258026474421,961.4571428571429,13921.57142857143,583.2,2743.5142857142855,1176.857142857143,0.036403078660366704,0.2,22,2000,2021,1
135,28477,34,29,5,7,A4,A4,19,6,1,30,3,2,5,True,A4,PA,Major,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0.043268931843806396,739.6764705882352,19724.264705882353,869.7352941176471,3346.205882352941,2033.1470588235295,0.04596604238737127,0.14705882352941177,22,2000,2021,1
136,17915,34,29,5,8,A1211,C,8,4,4,30,6,2,5,True,A1211,PA,Major,1,1,1,0,1,0,1,0,1,0,0,0,0,0,0,0.14171322543495568,1079.5882352941176,18368.647058823528,641.2647058823529,2834.4117647058824,371.20588235294116,0.03149348880292051,0.14705882352941177,22,2000,2021,1
137,17170,33,28,5,13,A502,na0,7,3,2,30,0,2,5,False,A502,PA,Major,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,0.10588453429419405,620.060606060606,9389.515151515152,317.45454545454544,1866.8181818181818,656.8484848484849,0.053220604046525274,0.15151515151515152,22,2000,2021,1
138,18465,33,28,5,8,A3,A200,18,5,1,30,3,2,5,False,A3,PA,Major,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,0.02436761175169018,4749.333333333333,25170.090909090908,736.939393939394,3838.3636363636365,2560.818181818182,0.0069483436271757446,0.15151515151515152,22,2000,2021,1
139,36218,33,28,5,10,A13,U,17,6,6,30,3,2,5,True,A13,PA,Major,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0.1308804584613545,395.6666666666667,16658.636363636364,980.2727272727273,2439.7272727272725,763.5454545454545,0.08340353833192923,0.15151515151515152,22,2000,2021,1
140,48010,33,26,7,6,A5204,B524,18,5,6,30,6,2,5,True,A5204,PA,Major,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.06781838049258046,1338.8484848484848,18420.303030303032,561.9090909090909,2864.030303030303,76.03030303030303,0.024648046715857137,0.21212121212121213,22,2000,2021,1
141,47785,33,28,5,13,A5200,U,9,5,4,30,3,4,5,True,A5200,PA,Major,1,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0.13214198833781193,1370.1515151515152,12052.363636363636,322.75757575757575,1657.060606060606,969.3636363636364,0.02408492756828486,0.15151515151515152,22,2000,2021,1
142,56909,33,31,2,9,A1203,na0,9,3,6,30,3,4,0,False,A1203,PA,Major,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,0.12099092688656944,805.9090909090909,49668.63636363636,3215.5757575757575,7585.515151515152,808.5757575757576,0.04094754653130288,0.06060606060606061,22,2000,2021,1
143,26115,32,30,2,6,A4,U,19,6,9,30,3,4,0,True,A4,PA,Major,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0.06344176165099415,1037.6875,27572.4375,842.65625,3720.0625,1618.5625,0.03083780039751852,0.0625,22,2000,2021,1
144,27661,32,28,4,0,A3205,U,9,3,5,30,3,4,0,True,A3205,PA,Major,1,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0.46581135163217346,1174.84375,20750.53125,938.8125,3064.53125,748.90625,0.027237664583056258,0.125,22,2000,2021,1
145,36187,32,26,6,14,A10,C,9,2,4,30,3,2,5,True,A10,PA,Major,1,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0.07054130535879549,4401.78125,15558.8125,826.53125,2178.03125,2598.59375,0.007269784249274086,0.1875,22,2000,2021,1
146,18077,32,28,4,13,A501,A5202,18,3,6,30,3,2,0,True,A501,PA,Major,1,0,0,1,1,1,1,0,1,0,0,0,0,0,0,0.03123935111211718,2651.90625,57867.5625,2116.40625,7348.34375,2731.46875,0.012066791576813849,0.125,22,2000,2021,1
147,47730,31,24,7,6,A4209,C,19,5,5,30,3,4,0,True,A4209,PA,Major,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0.24291042318100153,836.1935483870968,22096.74193548387,391.741935483871,2407.483870967742,1078.3548387096773,0.03707275673173366,0.22580645161290322,22,2000,2021,1
148,7570,31,27,4,1,A3036,U,8,2,4,30,3,2,0,True,A3036,PA,Major,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0.13365411119137527,3693.2903225806454,24125.225806451614,1105.6774193548388,4697.612903225807,969.0967741935484,0.008393599552807182,0.12903225806451613,22,2000,2021,1
149,56431,31,27,4,7,A40,A4201,18,6,6,30,3,2,5,True,A40,PA,Major,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0.027099292669209265,3948.2903225806454,11083.645161290322,123.48387096774194,615.7741935483871,2390.0967741935483,0.007851499628258863,0.12903225806451613,22,2000,2021,1
150,48549,31,27,4,8,A200,U,9,5,6,30,3,2,0,True,A200,PA,Major,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0.04090795183982372,2699.032258064516,10185.935483870968,333.2258064516129,1322.9354838709678,1617.0645161290322,0.011485598183339309,0.12903225806451613,22,2000,2021,1
151,17168,31,23,8,14,A501,U,9,3,9,30,3,4,0,True,A501,PA,Major,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0.06249156670152268,2238.6774193548385,16578.516129032258,284.9032258064516,3102.935483870968,1709.0,0.013847461778988171,0.25806451612903225,22,2000,2021,1
152,16108,31,24,7,7,A4,U,18,5,5,30,3,4,0,True,A4,PA,Major,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0.05550590004821835,3396.032258064516,19835.870967741936,516.258064516129,2230.3225806451615,3244.2580645161293,0.009128299628598839,0.22580645161290322,22,2000,2021,1
153,48574,31,24,7,8,A501,C,9,3,9,30,6,2,5,True,A501,PA,Major,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.05795243680859276,2646.2580645161293,18776.870967741936,572.483870967742,2792.7419354838707,1682.3548387096773,0.01171465489918814,0.22580645161290322,22,2000,2021,1
154,36804,31,29,2,5,A206,U,13,2,11,30,3,4,0,True,A206,PA,Major,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0.23536290965966172,368.4193548387097,9282.58064516129,373.5806451612903,1681.6129032258063,224.3548387096774,0.08414324489974608,0.06451612903225806,22,2000,2021,1
155,58163,30,23,7,14,A501,U,19,6,11,30,3,2,5,False,A501,PA,Major,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,0.0968021178363137,1551.4666666666667,18458.733333333334,751.5,2905.0333333333333,1439.1333333333334,0.019336541766930216,0.23333333333333334,22,2000,2021,1
156,56508,30,26,4,9,A100,A200,18,2,6,30,6,2,5,True,A100,PA,Major,1,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0.0363008165413847,2137.4333333333334,27332.366666666665,1221.5666666666666,5349.433333333333,791.6666666666666,0.014035525474478736,0.13333333333333333,22,2000,2021,1
157,36109,30,25,5,2,A3,U,19,5,10,30,3,2,0,True,A3,PA,Major,1,1,1,0,1,0,1,1,1,1,0,1,1,0,1,0.036567227827257215,9290.1,40578.1,1358.4,7320.833333333333,2232.866666666667,0.003229244033971647,0.16666666666666666,22,2000,2021,1
158,28212,29,27,2,14,A1202,C,18,2,7,30,6,2,0,True,A1202,PA,Major,1,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0.046267110761561085,2287.103448275862,30301.758620689656,1421.8620689655172,5011.3448275862065,391.2758620689655,0.012679793746042277,0.06896551724137931,22,2000,2021,1
159,73304,29,24,5,8,A201,A3200,9,4,6,30,6,2,5,True,A201,PA,Major,1,1,0,1,1,1,1,1,1,1,0,0,0,0,0,0.049814658565685614,6509.275862068966,28534.827586206895,924.9310344827586,4640.551724137931,1079.4137931034484,0.004455180670555017,0.1724137931034483,22,2000,2021,1
160,36435,29,26,3,6,A40,na0,20,7,10,30,0,-1,5,False,A40,PA,Major,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,0.041954820533665234,1615.1724137931035,13181.379310344828,220.24137931034483,853.3448275862069,5263.0344827586205,0.01795473953885568,0.10344827586206896,22,2000,2021,1
161,27236,29,27,2,12,A501,U,18,2,6,30,3,2,5,True,A501,PA,Major,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.09073520011372796,1935.0689655172414,74464.72413793103,2923.7586206896553,10888.931034482759,2514.5172413793102,0.014986545966462926,0.06896551724137931,22,2000,2021,1
162,73640,29,23,6,0,A3220,A3220,9,4,12,30,6,2,5,True,A3220,PA,Major,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0.030999762188981497,2071.448275862069,23134.862068965518,658.3448275862069,3578.896551724138,1304.9310344827586,0.013999866826474897,0.20689655172413793,22,2000,2021,1
163,48547,28,26,2,1,A203,A3036,8,4,8,30,3,2,0,True,A203,PA,Major,1,1,0,1,1,0,0,0,0,1,0,0,1,0,0,0.06721675364703278,1578.607142857143,41377.67857142857,1716.607142857143,8235.142857142857,1278.0714285714287,0.01773715526798036,0.07142857142857142,22,2000,2021,1
